line,class
"- 2000 WWWDSHINC / liner out","Ld rate"
"5.0% IAC",Commision
"L/C 14/16 July","Laycan date"
"3.75% IAC",Commision
"22/27 JULY","Laycan date"
"2.5% TTL COMM HERE",Commision
"-L/RATE:5000MT PWWD SHINC ","Ld rate"
"-D/RATE:3000 MT PWWD SHINC","Ld rate"
"loading port : 1sbp tianjin or weifang, china ",Ports
"disch port : 1sbp kunsan, s.korea",Ports
"load rate : cqd","Ld rate"
"laycan : 5th-8th august 2017","Laycan date"
"laycan 15-20th july","Laycan date"
"ppt -20th/july","Laycan date"
"l/d port: 01 sbp bangkok or laemchabang or sriracha,thailand/ 01 sbp",Ports
"12-17 july ","Laycan date"
"l/d port: 01 sbp laemchabang or sriracha,thailand/ 01 sbp taichung, taiwan ",Ports
"25-30 july ","Laycan date"
"l/d port: 01 sbp laemchabang or sriracha,thailand/ 01 sbp keelung, taiwan ",Ports
"laycan:11-16th,july","Laycan date"
"l/d rate:3000mt /2000 pwwd shinc","Ld rate"
"laycan:11-16th,july","Laycan date"
"l/rate:5000mt pwwd shinc ","Ld rate"
"d/rate:3000 mt pwwd shinc","Ld rate"
"laycan 10 - 20 july, for a trip ","Laycan date"
"laycan : 25- 30th july 2017","Laycan date"
"laycan 2 - 6 aug or 14 - 18 aug 2017","Laycan date"
"l/d rate 5000mt/15000mt","Ld rate"
"laycan: 20-25th july 2017","Laycan date"
"comm 2.5 add pus",Commision
"laycan:  15  to  20th july","Laycan date"
"laycan:  end of july","Laycan date"
"laycan:  early of aug 2017","Laycan date"
"laycan : 25th  jul ~ 05th aug., 2017","Laycan date"
"load rate: 40,640 wmt pwwd shinc 12tt","Ld rate"
"disch rate : 45,000 wmt pwwd shinc 12tt","Ld rate"
"laycan promt onwards ","Laycan date"
"quantity: 30,000 mt +/- 10%  chopt",Quantity
"disch port: kosichang, thailand",Ports
"laycan: 15-20 july","Laycan date"
"comm 2.5% add pus",Commision
"7,000shinc/12,000 shinc","Ld rate"
"laycan   try vsl date","Laycan date"
"l/d rate 7000 mt shinc / 5000mt fxehuu","Ld rate"
"comm 2.5 add pus",Commision
"01st ~ 10th aug","Laycan date"
"l/d rate :  2days wwd shex uu 12hr tt at bends","Ld rate"
"l.d rate 6000/20,000mt pwwd","Ld rate"
"laycan ppt or try vsl date, adv 3days for document prepare","Laycan date"
"comm 2.5 add pus",Commision
"12 JULY ONW ","Laycan date"
"ppt -20th/july","Laycan date"
"laycan prompt.","Laycan date"
"l/d 8000. /10.000 .","Laycan date"
"5,000mts pwwd fshinc / cqd","Ld rate"
"15-25 Aug ","Laycan date"
"20-21 JULY","Laycan date"
"3.75% IAC",Commision
"-24 - 27 July","Laycan date"
"-6 000 sshex / 4 000 sshex","Ld rate"
"10-15 june 2017","Laycan date"
"LC 15/30 Aug","Laycan date"
"COMM 3.75% IAC",Commision
"15/20 JULY","Laycan date"
"GCN 5.0% IAC",Commision
"9000 FHEX/5000 SHINC","Ld rate"
"Laycan:                                06-12 Agosto 2017","Laycan date"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"CARGO & QUANTITY:",Description
"DISCHARGE PORT(S):",Ports
"01 - 15 OCT 17","Laycan date"
"- LOAD RATE: 10,000 PWWDSHINC","Ld rate"
"Laycan - 28 July / 01 August","Laycan date"
"Loading Port - 1SA Hon Ngu, Vietnam",Ports
"Loading Rate -  8,000 MT PWWD SHINC","Ld rate"
"Discharging Rate - 3,000 MT PWWD FHINC","Ld rate"
"Commission - 3.5% in total",Commision
14K-18Kshinc/6000shinc,"Ld rate"
"5/5 days shinc bends","Ld rate"
"Laycan: Mid july ( try vsl dates )","Laycan date"
"Laycan : 20-25th July ( try later ) ","Laycan date"
"Comm 1.25 pct addcom + 1.25 pct Auto Chartering      ",Commision
"9000 FHEX/5000 SHINC","Ld rate"
"1000/1000 ","Ld rate"
"20 JULY ONW ","Laycan date"
"17 JULY ONW ","Laycan date"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"LAYCAN 19-22 JULY 2017","Laycan date"
"NORT ATDNSHINC ALL PORTS","Ld rate"
"LAYCAN: 1-10 AUG 2017, TO BE NARROWED TO 5 DAY LAYCAN","Laycan date"
"NORT ATDNSHINC ALL PORTS","Ld rate"
"25/30 JULY","Laycan date"
"Spot/17 July","Laycan date"
"DISCHARGE PORT: PARADEEP, INDIA â€“ FERTILIZER BERTH #2 (15.000MT WWD SHINC)",Ports
"Laycan 23-25 July basis Klaipeda as first port","Laycan date"
"-24 - 27 July","Laycan date"
"-6 000 sshex / 4 000 sshex","Ld rate"
"- October Shipment","Laycan date"
"- 15-30 September","Laycan date"
"5.0% iac",Commision
"Discharge rate: 6.000 MT PWWD SSHEX EVEN IF USED.","Ld rate"
"LAYCAN: TO BE MUTUALLY AGREED","Laycan date"
"Discharge rate: 6.000 MT PWWD SSHEX EVEN IF USED.","Ld rate"
"LAYCAN: TO BE MUTUALLY AGREED","Laycan date"
"9000 FHEX/5000 SHINC","Ld rate"
"quantity: min 30000 mt + 10pct  oo ",Quantity
"discharge rate 8000 mts pdpr ","Ld rate"
"laycan: 20-25th july 2017","Laycan date"
"load rate: 4500mt shinc pwwd","Ld rate"
"disch rate: 5000mt shinc pwwd","Ld rate"
"Quantity: Total 24000mt 10% molchopt Steel scrap",Quantity
"Laycan mid Aug 2017","Laycan date"
"loading term: CQD","Ld rate"
23/29july,"Laycan date"
"12000shex uu/6000shinc","Ld rate"
"LAYCAN SPOT PPT ONW ( try vsl dates)                    ","Laycan date"
"AUG SHIPMENT","Laycan date"
"07/12 AUG","Laycan date"
"15/20 July, 2017","Laycan date"
"22-23 july,=20","Laycan date"
"-LOAD RATE: 4500MT SHINC PWWD","Ld rate"
"-COMM: total 1.25% ",Commision
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"1000/1000 ","Ld rate"
"20 JULY ONW ","Laycan date"
"17 JULY ONW ","Laycan date"
"LAYCAN 15-17TH JUL","Laycan date"
"loading rate : 3 days","Ld rate"
"Laycan : ppt onwards,","Laycan date"
"Load rate : 08k SHINC","Ld rate"
"Comm 3.75 pct addcom past us",Commision
"- AUG DATES (FLEX)","Laycan date"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"laycan 3-7 August ","Laycan date"
"7ttl days shinc ","Ld rate"
"17 JULY ONW ","Laycan date"
"9000 FHEX/5000 SHINC","Ld rate"
"laycan: 20-25 july","Laycan date"
"laycan : 25th july ~ 01st aug., 2017","Laycan date"
"15 -20th/july","Laycan date"
"10-25th july","Laycan date"
20-25th/july,"Laycan date"
15-25th/july,"Laycan date"
15-25th/july,"Laycan date"
"l/d rate 5000mt/15000mt","Ld rate"
"laycan: 20-25th july 2017","Laycan date"
"comm 2.5 add pus",Commision
"laycan:  15  to  20th july","Laycan date"
"laycan:  end of july","Laycan date"
"4000/12k pwwd shinc","Ld rate"
"laycan:  early of aug 2017","Laycan date"
"laycan: 20-25th jul 2017","Laycan date"
"load rate: 4500mt shinc pwwd","Ld rate"
"disch rate: 5000mt shinc pwwd","Ld rate"
"laycan   try vsl date","Laycan date"
"l/d rate 7000 mt shinc / 5000mt fxehuu","Ld rate"
"5000 / 3000 sshex/fhex eiu","Ld rate"
"30-31 july'17","Laycan date"
"l/d rates 3000cbm / 4000cbm, 24h. shinc.","Ld rate"
"laycan sep 2017 (exact lycan to be mutually negotiated )","Laycan date"
"l.d rate 6000/20,000mt pwwd","Ld rate"
"laycan ppt or try vsl date, adv 3days for document prepare","Laycan date"
"17 JULY ONW ","Laycan date"
"1000/1000 ","Ld rate"
"20 JULY ONW ","Laycan date"
"17 JULY ONW ","Laycan date"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: 16 - 20 July 2017, Can Try Vsl Dates","Laycan date"
"LOADING 1SB 1SP SANTOS","Ld rate"
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: SPOT Prompt ","Laycan date"
"- END JULY ","Laycan date"
23/29july,"Laycan date"
"Laycan: Jul 15-30th, '17.","Laycan date"
"L/D. rate: 2 days/1 day shinc.","Laycan date"
"17 JULY ONW ","Laycan date"
"L/C 8/12 AUG","Laycan date"
"L/C 8/12 AUG","Laycan date"
"L/C 25/30 July","Laycan date"
"August dates","Laycan date"
"5.0% IAC",Commision
"20 JULY ONWE ","Laycan date"
"2.5% ttl comm here",Commision
"23-29/JULY, 2017","Laycan date"
"20-30 JULY 2017","Laycan date"
"10000/3000MT PWWD SHINC","Ld rate"
"L/C 25/30 JULY","Laycan date"
"-      L/D 8000 / 5000 shinc","Ld rate"
"17 JULY ONW ","Laycan date"
"laycan 5-7 August ","Laycan date"
"6ttl days shinc ","Ld rate"
"LOADING 1 SB 1SP YUZHNY","Ld rate"
"DISRATE: 3,000 SHINC","Ld rate"
"-       L/D 22 DYS SSHINC","Ld rate"
"LC 29 july- 04 aug","Laycan date"
"2.5% ttl comm here",Commision
"-COMM: 2.5% IAC",Commision
"L/D Ports: Adabiya/Hodeidah Gsbp Aaaa Bends",Ports
"L/D Rates: 1000/1000 Tons Pwwd Fshex / Fhex Bss Eiu Bends","Ld rate"
"Laycan: SPOT Prompt ","Laycan date"
"L/C 8/12 AUG","Laycan date"
"L/C 25 Jul / 5 Aug","Laycan date"
"1,200 pwwd shex be","Ld rate"
"Â·7'000 MT/day SHINC ","Ld rate"
"Disch port:  Nhava Sheva India  Or Jakarta Indonesia ( Need both options )",Ports
"Â·7'000 MT/day SHINC ","Ld rate"
"-COMM: 2.5% IAC",Commision
"-COMM: 2.5% IAC",Commision
"-COMM: 2.5% IAC",Commision
-20-25TH/JULY,"Laycan date"
"-20 -26TH/JULY","Laycan date"
-25TH-31ST/JULY,"Laycan date"
"-28TH/JULY-3RD /AUG","Laycan date"
"-EARLY AUG","Laycan date"
-20-25TH/JULY,"Laycan date"
-20-25TH/JULY,"Laycan date"
"20 JULY ONWE ","Laycan date"
1000/1000,"Ld rate"
"20 JULY ONW ","Laycan date"
"17 JULY ONW ","Laycan date"
"L/C 25 / 29 JULY","Laycan date"
"ppt / 24th july=09","Laycan date"
"Discharge Rate  :               3,000mt free out per WWD SATPMSHEXEIU","Ld rate"
"L/C 8/12 AUG","Laycan date"
"Quantity: Total 24000mt 10% molchopt Steel scrap",Quantity
"Laycan mid Aug 2017","Laycan date"
"loading term: CQD","Ld rate"
"Laycan : ppt onward ( try vsl's dates )","Laycan date"
"Comm 1.25 pct addcom + 1.25 pct Auto Chartering ",Commision
"20-30 JULY 2017","Laycan date"
"10000/3000MT PWWD SHINC","Ld rate"
"28-31 JULY 2017","Laycan date"
"8000/3000MT PWWD SHINC","Ld rate"
"- July 25-30th","Laycan date"
"LAYCAN: 1-10 AUG 2017, TO BE NARROWED TO 5 DAY LAYCAN","Laycan date"
"NORT ATDNSHINC ALL PORTS","Ld rate"
"Quantity: Min 25.000 - Max 30.000 MT in Charterers option",Quantity
"END JULY","Laycan date"
"L/C 18/25 JULY","Laycan date"
"L/C 25/30 July","Laycan date"
"l/c 4 / 7 Aug.2017","Laycan date"
"4 / 7 August","Laycan date"
"Loading Port: Constanta, Romania",Ports
"Discharge Port: Shuwaikh, Kuwait",Ports
"Aprox weight 5 tns","Laycan date"
"FM MID AUG 2017","Laycan date"
"-COMM: 2.5% IAC",Commision
"27 JULY ONWARDS","Laycan date"
"-LOAD RATE: 4500MT SHINC PWWD","Ld rate"
"-COMM: total 1.25% pus",Commision
"1/10 aug","Laycan date"
"Laycan: PPT ONWARD ( try vsl dates)","Laycan date"
"Comm 1.25 pct addcom + 1.25 pct Auto Chartering ",Commision
"AUG SHIPMENT","Laycan date"
"07/12 AUG","Laycan date"
"LAYCAN PPT ONW  ","Laycan date"
"20 JULY ONWE ","Laycan date"
"17 JULY ONW ","Laycan date"
"3000 / 3000 shinc bends","Ld rate"
"25-30 July ","Laycan date"
"25/27 July","Laycan date"
"3.75% iac",Commision
"3.75% iac",Commision
"3.75% iac",Commision
"01-10 aug 2017","Laycan date"
"3.75% iac",Commision
"l/d rate: 3000/1200 m tons ","Ld rate"
"20-25th july","Laycan date"
"discharging port",Ports
"laycan: 23-25 jul","Laycan date"
"4 / 7 August","Laycan date"
"20/24 July","Laycan date"
" PWWD SHINC at disport.=20","Ld rate"
"15/21 AUGUST","Laycan date"
"LAYCAN: 31 JUL-2 AUG 2017","Laycan date"
"27 July/5 August","Laycan date"
"24 July/7 August","Laycan date"
"1/8 August","Laycan date"
"Quantity                              : 7,000mt â€“ 8,000mt (inchopt)",Quantity
"Disch Rate                           : 1,200mt shex","Ld rate"
"Riga (7,000 mts Shinc)","Ld rate"
"Laycan July 27/29 basis 1st load port Ust-Luga","Laycan date"
"1000/1000 ","Ld rate"
"20 JULY ONW ","Laycan date"
"Laycan 28-30 July","Laycan date"
"Load Rate 10 000 MT SHINC","Ld rate"
"Discharge Port XINGANG,CHINA",Ports
"Laycan 28-30 July 2017","Laycan date"
"L/D Ports: Constanta / Mukalla 1/1 Gsbp Aaaa Bends",Ports
"L/D Rates: 5000/1500 Tons Pwwd Sshex/Fhex Bss Eiu Bends","Ld rate"
"Laycan: 10 - 15 Aug 2017, Need 5 Days Pre-Advice","Laycan date"
Quantity:,Quantity
Laycan:,"Laycan date"
"Laycan from = 15/22 August, 2017","Laycan date"
"Loading Port and conditions",Ports
"Loading rate: 48 hs WWD SHINC","Ld rate"
"Discharge Port and Condition",Ports
"25-30 july 2017","Laycan date"
"25-30 july 2017=20","Laycan date"
"29 july -3rd August","Laycan date"
"10th - 15th August.","Laycan date"
"LAYCAN: 31 july-2 aug","Laycan date"
"LAYCAN - AUGUST 2017 - 5 DAYS SPREAD","Laycan date"
"COMMISSION - 3.50% TOTAL",Commision
"Laycan: 20-25 July","Laycan date"
"Dis Rate: 3000 PWWD SHINC","Ld rate"
"LAYCAN: 1-10TH,AUG ,CAN TRY VSL`S DATE ","Laycan date"
"L/D RATE: 5000/2500 MT PWWD SHINC","Ld rate"
"LAYCAN: 1-10TH,AUG ,CAN TRY VSL`S DATE ","Laycan date"
"L/D RATE: 5000/3000 MT PWWD SHINC","Ld rate"
"27-30 JULY","Laycan date"
"19/30 JULY","Laycan date"
"COMM 2.5% TTL HERE",Commision
"AUG SHIPMENT","Laycan date"
"07/12 AUG","Laycan date"
"LAYCAN : 25-30th July                   ","Laycan date"
"Laycan PPT ONWARD (try vsl's dates  )       ","Laycan date"
"Comm 1.25 pct addcom + 1.25 pct Auto Chartering     ",Commision
"25/28 July","Laycan date"
"20 JULY ONWE ","Laycan date"
"L/D RATE : 3000 / 8000 PWWD SHINC ","Ld rate"
"LAYCAN : 28TH JULY-04TH AUG , 2017 ","Laycan date"
"1000/1000 ","Ld rate"
"20 JULY ONW ","Laycan date"
"END JULY ONWARDS","Laycan date"
"Quantity: 50,000MT/10% owners option Thermal Coal",Quantity
"Loading rate: 7,000 mt pwwd shinc","Ld rate"
"Laycan: 15-20 August, 2017","Laycan date"
"Discharging port: Go Da anchorage, Vietnam",Ports
"Discharge rate: 7,000 mt pwwd shinc","Ld rate"
"Riga (7,000 mts Shinc)","Ld rate"
"Laycan July 27/29 basis 1st load port Ust-Luga","Laycan date"
"20-30 JULY 2017","Laycan date"
"10000/3000MT PWWD SHINC","Ld rate"
"28-31 JULY 2017","Laycan date"
"8000/3000MT PWWD SHINC","Ld rate"
"LAYCAN 27/29 JULY","Laycan date"
"-l/d 12 wwdys sshex eiu","Ld rate"
"TOS: June 2019-","Laycan date"
"20 JULY ONWE ","Laycan date"
"BN 3.75% IAC",Commision
"·August 16-20, 2017","Laycan date"
"·10'000 mt/day SHINC ","Ld rate"
"l/c 23 / 31 July","Laycan date"
"l/d 5,000 be.","Laycan date"
"·August 16-20, 2017","Laycan date"
"·10'000 mt/day SHINC ","Ld rate"
"1500 MT PWWD SSHEX ","Ld rate"
"1000/ 1200 days sshex/sshex","Ld rate"
WEIGHT,Quantity
"QUANTITY   : 25000 MT (+/- 5% Charter Option ) , OTHER DETAILS INCLUDING",Quantity
"LAYCAN        : 30 JULY - 4TH AUGUST 2017","Laycan date"
"4500 shinc / 4500 shinc","Ld rate"
"Laycan 25-30 July ","Laycan date"
"Comm 1.25 pct ttl",Commision
"15/20 AUG","Laycan date"
"Discharge Rate","Ld rate"
"2500 / cop try 1500 sshex","Ld rate"
"Gencon 5.0% IAC",Commision
"l/c 1/2 aug","Laycan date"
"9 ttl days shinc","Ld rate"
"25July - 5Aug","Laycan date"
"7500 satpmshex / 7500 Shinc","Ld rate"
"July 25 / August 5","Laycan date"
"l/c 5/10 Aug","Laycan date"
"July 25 / August 5","Laycan date"
"l/c 23 / 31 July","Laycan date"
"l/d 5,000 be.","Laycan date"
"-COMM: 1.25% PUS",Commision
"LAYCAN: 1-10TH,AUG ,CAN TRY VSL`S DATE ","Laycan date"
"L/D RATE: 5000/2500 MT PWWD SHINC","Ld rate"
"-COMM: 1.25% PUS",Commision
"LAYCAN: 1-10TH,AUG ,CAN TRY VSL`S DATE ","Laycan date"
"L/D RATE: 5000/3000 MT PWWD SHINC","Ld rate"
"-COMM: 1.25% PUS",Commision
"3000 / 3000 shinc bends","Ld rate"
"25-30 July ","Laycan date"
"Laycan : 13 - 17 Aug, 2017  ","Laycan date"
"Laycan: 11/18 August 2017","Laycan date"
"Discharge port: Huangdao, China ",Ports
"Laycan: Jul 26-28<x-apple-data-detectors://8>th<x-apple-data-detectors://8>","Laycan date"
"Laycan : 13 - 17 Aug, 2017  ","Laycan date"
"Laycan: 11/18 August 2017","Laycan date"
"Discharge port: Huangdao, China",Ports
1/10AUG,"Laycan date"
1/10AUG,"Laycan date"
"25-30 JULY 2017","Laycan date"
"10000/3000MT PWWD SHINC","Ld rate"
"1-5 AUG 2017","Laycan date"
"8000/3000MT PWWD SHINC","Ld rate"
"LAYCAN: 31 july-2 aug","Laycan date"
"4500 /4000 shinc bends","Ld rate"
"Laycan 25-30th July- ( try 1/5th Aug)","Laycan date"
"LAYCAN 27/29 JULY","Laycan date"
"Loading AOA terminal - arzew",Ports
"Riga (7,000 mts Shinc)","Ld rate"
"Laycan July 27/29 basis 1st load port Ust-Luga","Laycan date"
"25/28 July","Laycan date"
"4 / 7 August","Laycan date"
"26-27 July 2017","Laycan date"
"2.5% ttl comm here",Commision
"LAYCAN: 20-25 JULY","Laycan date"
"DISCH PORT  1-2 sb(s) each port 1-2p(s)in Charterers'",Ports
"LAYCAN      1 / 10 August 2017","Laycan date"
"DISCH RATE  Yemen       2.500 mts pwwd","Ld rate"
"Berbera     2.500 mts pwwd","Ld rate"
"DISCH PORT  1-2 sb(s) each port 1-2p(s)in Charterers'",Ports
"LAYCAN      5 / 15 August 2017 - try bit later","Laycan date"
"DISCH RATE  Yemen       2.500 mts pwwd","Ld rate"
"Berbera     2.500 mts pwwd","Ld rate"
"28 JUL - 5 AUG 2017","Laycan date"
"2.5% TTL COMM HERE",Commision
"Laycan try vsl's dates         ","Laycan date"
"Comm 1.25 pct addcom + 1.25 pct Auto Chartering     ",Commision
"1000/1000 ","Ld rate"
"24/25 July","Laycan date"
"5.0% iac",Commision
"1500 MT PWWD SSHEX ","Ld rate"
"1000/ 1200 days sshex/sshex","Ld rate"
"4500 shinc / 4500 shinc","Ld rate"
"Laycan 25-30 July ( can do 1-5th Aug )","Laycan date"
"Comm 1.25 pct ttl",Commision
"3.75% iac",Commision
"1500 / 900 sshex eiu","Ld rate"
"5.0% iac",Commision
"1500/1500 sshex","Ld rate"
"syna 5.0% iac",Commision
"5.0% IAC",Commision
"3.75% iac",Commision
"L/D RATES 700/700 ","Ld rate"
"27 JULY ONW ","Laycan date"
"3.75% iac",Commision
"LAYCAN 15/19 AGUST","Laycan date"
"COMM 2.5 PUS",Commision
"1500/1500 sshex","Ld rate"
"syna 3.75% iac",Commision
"6ttl daps sshex eiu l/d","Ld rate"
"amgcn 5.0% iac",Commision
"24/25 July","Laycan date"
"5.0% iac",Commision
"5.0% IAC",Commision
"L/C 15/19 AUG","Laycan date"
"July 25 / August 5","Laycan date"
"1300 sshex bends","Ld rate"
"3.75% iac",Commision
"1300/1500 sshex=20","Ld rate"
"3.75% iac",Commision
"28/31 July","Laycan date"
"3.75% iac",Commision
"27/28 July","Laycan date"
"gcn 3.75% iac",Commision
"L/C  28 JUL/4 AUG","Laycan date"
"3000 / 8000 PWWD SHINC","Ld rate"
"L/C 25/30 July","Laycan date"
"3.75% IAC",Commision
"FROM 25 JULY","Laycan date"
"5.0% IAC",Commision
"Laycan approx. in 2-3 weeks after the second lot.","Laycan date"
"4000 / 4000  SHINC BENDS","Ld rate"
"LAYCAN SPOT PPT","Laycan date"
"27-29 July","Laycan date"
"2.5% ttl comm here",Commision
"3.75% IAC",Commision
"24/25 July","Laycan date"
"5.0% iac",Commision
"15 / 25 AUG 2017","Laycan date"
"3.75% IAC",Commision
"Laycan approx. in 2-3 weeks after the second lot.","Laycan date"
"FROM 25 JULY","Laycan date"
"5.0% IAC",Commision
"27-29 July","Laycan date"
"2.5% ttl comm here",Commision
"4000 / 4000  SHINC BENDS","Ld rate"
"LAYCAN SPOT PPT","Laycan date"
"LR : 5000 SSHEX FR117/ MO 08","Ld rate"
"FM MID AUG 2017","Laycan date"
"- 28 July / 03 Aug","Laycan date"
"LAYCAN 15/19 AGUST","Laycan date"
"COMM 2.5 PUS",Commision
"LC 25-July onwards","Laycan date"
"2.5% ttl comm here",Commision
"4000 / 4000  shinc bends","Ld rate"
"Laycan spot ppt","Laycan date"
"L/D RATES 700/700 ","Ld rate"
"27 JULY ONW ","Laycan date"
"1/10 AUG","Laycan date"
"5% IAC",Commision
"5% IAC",Commision
1000/1000,"Ld rate"
"Laycan: 2nd half Oct 2017","Laycan date"
"Terms: LIFO 3,000 SSHEX","Ld rate"
"ACT PSV - 3.75% IAC",Commision
"L/D 4000/2000 SHEX/FHEX","Laycan date"
"L/C 15/19 AUG","Laycan date"
"11/15 AUGUST","Laycan date"
"  July 30/31","Laycan date"
"  CQD /3000pwwd sshex uu","Ld rate"
"3.75% iac=20",Commision
"LC 25-July onwards","Laycan date"
"2.5% ttl comm here",Commision
"ACT PSV - 3.75% IAC",Commision
"L/D 4000/2000 SHEX/FHEX","Laycan date"
"24 JULY","Laycan date"
"11/15 AUGUST","Laycan date"
"LAYCAN: END AUG - EARLY SEP 2017","Laycan date"
"LOADRATE: 5000 MT PWWD FHINC","Ld rate"
"DISRATE: 5000 MT PWWD SHINC","Ld rate"
"18/21 AUG","Laycan date"
"L/D PORT: 1SAP KOHSICHANG, THAILAND / 1SBP RIZHAO OR DONGJIAKOU, CHINA",Ports
"LYCN: 1-5TH AUG.","Laycan date"
"L/D RATE: 7,000MT PWWD SHINC/3,500MT PWWD SHINC","Ld rate"
"COMM 2.5% ADC PUS",Commision
"L/D RATE:7000/3500MT PWWD SHINC;","Ld rate"
"LAYCAN: 1-10TH, AUG, CAN TRY VSL`S DATE","Laycan date"
"L/D RATE: 5000/2500 MT PWWD SHINC","Ld rate"
"LAYCAN: 1-10TH, AUG, CAN TRY VSL`S DATE","Laycan date"
"L/D RATE: 5000/3000 MT PWWD SHINC","Ld rate"
25-30TH/JULY,"Laycan date"
25TH-31ST/JULY,"Laycan date"
"LOADING PORT AGENT:",Ports
"DISCHARGING PORT AGENT: ITL",Ports
"L/C 1/5 August","Laycan date"
"31 July/10 August","Laycan date"
"31 July/18 August","Laycan date"
"1/7 August","Laycan date"
"4/14 August","Laycan date"
"4/14 August","Laycan date"
"24/26 JULY","Laycan date"
"3.75% IAC",Commision
"3.75% iac",Commision
"SPOT / 5 AUG","Laycan date"
"5.0% IAC",Commision
"24/26 JULY","Laycan date"
"3.75% IAC",Commision
"Quantity: 25.000 MT",Quantity
"NP 3000 MT PWW SHINC","Ld rate"
"2.5% ttl comm here",Commision
"PPT / 31 JULY=20","Laycan date"
"27-30 JULY","Laycan date"
"3.75% IAC",Commision
"SPOT / 5 AUG","Laycan date"
"5.0% IAC",Commision
"2.5% ttl comm here",Commision
"07/12 AUG","Laycan date"
"LOADING PORT: 1SB SP EL DEKHIELA, EGYPT",Ports
